1570478333,1,
1570478378,1,
1570478438,1,
1570478535,1,
1570478700,1,
1570540188,1,
1570560669,1,
1570560740,1,
1570560940,1,
1570562611,1,
1570563118,1,
1570564141,1,
1570564624,1,
1570565035,1,
1570565733,1,
1570567303,1,
1570568496,1,
1570568684,1,
1570568699,1,
1570568705,1,
1570568732,1,
1570568767,1,
1570568776,1,
1570568785,1,
1570568787,1,
1570568795,1,
1570568797,1,
1570568845,1,
1570568847,1,
1570568900,1,
1570568906,1,
1570568966,1,
1570569127,1,
1570569616,1,
1570569641,1,
1570569804,1,
1570569883,1,
1570570318,1,
1570571062,1,
1570571204,1,
1570571514,1,
1570571867,1,
1570571950,1,
1570572012,1,
1570572127,1,
1570572197,1,
1570572247,1,
1570572249,1,
1570572264,1,
1570572284,1,
1570572315,1,
1570572395,1,
1570572426,1,
1570572442,1,
1570572464,1,
1570572536,1,
1570572539,1,
1570572605,1,
1570572770,1,
1570572830,1,
1570572873,1,
1570572883,1,
1570573006,1,
1570573053,1,
1570573240,1,
1570573326,1,
1570573341,1,
1570573397,1,
1570573434,1,
1570573461,1,
1570573517,1,
1570573675,1,
1570573710,1,
1570573924,1,
1570574104,1,
1570574218,1,
1570574293,1,
1570574402,1,
1570574438,1,
1570574540,1,
1570574752,1,
1570574770,1,
1570574817,2,
1570574838,1,
1570574847,1,
1570574897,1,
1570575000,1,
1570575229,1,
1570575406,1,
1570575499,1,
1570575546,1,
1570575751,1,
1570575793,1,
1570575874,1,
1570575907,1,
1570575921,1,
1570575923,1,
1570575943,1,
1570575945,1,
1570575959,1,
1570575990,1,
1570575991,1,
1570575995,1,
1570576019,1,
1570576068,1,
1570576075,1,
1570576093,1,
1570576112,1,
1570576148,1,
1570576167,1,
1570576177,1,
1570576188,1,
1570576242,1,
1570576270,1,
1570576327,1,
1570576416,1,
1570576628,1,
1570576651,1,
1570576775,1,
1570576810,1,
1570576819,1,
1570576860,1,
1570576882,1,
1570576895,1,
1570576908,1,
1570577047,1,
1570577271,1,
1570577294,1,
1570577297,1,
1570577477,1,
1570577479,1,
1570577515,1,
1570577647,1,
1570577733,1,
1570577855,1,
1570577910,1,
1570578040,1,
1570578080,1,
1570578183,1,
1570578226,1,
1570578258,1,
1570578259,1,
1570578262,1,
1570578283,1,
1570578346,1,
1570578362,1,
1570578374,1,
1570578583,1,
1570578813,1,
1570579086,1,
1570579235,1,
1570579298,1,
1570579369,1,
1570579373,1,
1570579384,1,
1570579388,1,
1570579400,1,
1570579437,1,
1570579482,1,
1570579485,1,
1570579516,1,
1570579567,1,
1570579584,1,
1570579607,1,
1570579723,1,
1570579808,1,
1570579895,1,
1570579902,1,
1570579916,1,
1570579923,1,
1570579952,1,
1570580064,1,
1570580194,1,
1570580464,1,
1570580510,1,
1570580669,1,
1570581061,1,
1570581155,1,
1570581487,1,
1570582106,1,
1570582115,1,
1570582468,1,
1570582543,1,
1570582785,1,
1570582968,1,
1570583103,1,
1570583292,1,
1570583394,1,
1570583545,1,
1570583586,1,
1570583734,1,
1570584056,1,
1570584379,1,
1570584867,1,
1570585996,1,
1570586021,1,
1570586298,1,
1570586378,1,
1570586658,1,
1570586921,1,
1570587101,1,
1570587160,1,
1570587388,1,
1570587474,1,
1570587478,1,
1570587482,1,
1570588259,1,
1570588312,1,
1570588426,1,
1570588698,1,
1570588764,1,
1570588904,1,
1570589053,1,
1570589105,1,
1570590313,1,
1570590350,1,
1570590697,1,
1570591007,1,
1570591271,1,
1570591732,1,
1570592761,1,
1570593520,1,
1570594386,1,
1570595049,1,
1570595787,1,
1570596166,1,
1570596936,1,
1570599735,1,
1570599985,1,
1570600325,1,
1570600914,1,
1570601134,1,
1570604607,1,
1570607337,1,
1570607598,1,
1570608102,1,
1570608204,1,
1570608280,1,
1570608830,1,
1570609196,1,
1570610363,1,
1570610996,1,
1570611156,1,
1570611267,1,
1570611418,1,
1570611459,1,
1570611795,1,
1570611888,1,
1570611900,1,
1570612104,1,
1570612183,1,
1570612438,1,
1570612471,1,
1570612654,1,
1570613016,1,
1570613036,1,
1570613039,1,
1570613099,1,
1570613549,1,
1570613706,1,
1570613779,1,
1570613783,1,
1570614035,1,
1570614784,1,
1570614873,1,
1570614963,1,
1570615410,1,
1570615887,1,
1570616001,1,
1570616322,1,
1570616398,1,
1570616891,1,
1570617624,1,
1570618220,1,
1570619362,1,
1570619629,1,
1570621802,1,
1570627050,1,
1570644265,1,
1570647378,1,
1570648196,1,
1570650263,1,
1570650346,1,
1570650713,1,
1570652093,1,
1570652448,1,
1570652721,1,
1570652743,1,
1570652786,1,
1570653725,1,
1570654754,1,
1570654925,1,
1570655778,1,
1570656027,1,
1570656072,1,
1570656511,1,
1570657535,1,
1570658138,1,
1570658229,1,
1570658246,1,
1570658276,1,
1570658688,1,
1570659386,1,
1570659484,1,
1570660505,1,
1570660509,1,
1570660787,1,
1570660847,1,
1570660880,1,
1570660952,1,
1570662175,1,
1570662337,1,
1570662527,1,
1570662643,1,
1570662773,1,
1570662896,1,
1570663210,1,
1570663500,1,
1570663648,1,
1570663790,1,
1570664013,1,
1570664042,1,
1570664064,1,
1570664210,1,
1570664264,1,
1570664414,1,
1570664476,1,
1570665155,1,
1570665159,1,
1570665302,1,
1570665527,1,
1570665757,1,
1570666016,1,
1570666222,1,
1570666245,1,
1570666519,1,
1570666681,1,
1570667233,1,
1570668004,1,
1570668507,1,
1570668701,1,
1570668795,1,
1570669038,1,
1570669108,1,
1570669416,1,
1570669442,1,
1570669487,1,
1570669528,1,
1570669582,1,
1570669626,1,
1570669767,1,
1570669868,1,
1570669995,1,
1570670015,1,
1570670017,1,
1570670150,1,
1570670248,1,
1570670429,1,
1570670719,1,
1570670848,1,
1570670893,1,
1570671472,1,
1570672258,1,
1570672514,1,
1570672613,1,
1570672931,1,
1570673255,1,
1570674165,1,
1570674185,1,
1570674481,1,
1570674801,1,
1570674849,1,
1570674912,1,
1570675000,1,
1570675189,1,
1570675242,1,
1570675267,1,
1570675327,1,
1570676091,1,
1570676201,1,
1570676381,1,
1570676591,1,
1570677482,1,
1570677541,1,
1570677586,1,
1570677624,1,
1570678002,1,
1570678173,1,
1570679426,1,
1570679740,1,
1570681097,1,
1570681585,1,
1570682033,1,
1570683952,1,
1570684580,1,
1570684787,1,
1570684819,1,
1570688727,1,
1570690266,1,
1570690745,1,
1570691012,1,
1570692532,1,
1570692635,1,
1570692715,1,
1570694439,1,
1570694848,1,
1570695036,1,
1570695046,1,
1570695566,1,
1570696362,1,
1570698555,1,
1570698765,1,
1570699208,1,
1570699509,1,
1570699875,1,
1570700842,1,
1570701089,1,
1570701503,1,
1570703587,1,
1570703722,1,
1570706531,1,
1570713803,1,
1570718090,1,
1570734399,1,
1570734902,1,
1570734978,1,
1570735853,1,
1570736414,1,
1570740708,1,
1570741068,1,
1570741448,1,
1570741609,1,
1570741926,1,
1570742582,1,
1570743814,1,
1570744010,1,
1570744139,1,
1570744985,1,
1570744995,1,
1570745032,1,
1570745100,1,
1570745101,1,
1570745135,1,
1570745223,1,
1570745238,1,
1570745263,1,
1570745265,1,
1570745301,1,
1570745829,1,
1570746203,1,
1570746269,1,
1570746324,1,
1570746787,1,
1570746807,1,
1570747069,1,
1570747098,1,
1570747227,1,
1570747439,1,
1570747643,1,
1570747709,1,
1570747957,1,
1570747982,1,
1570748114,1,
1570748121,1,
1570748222,1,
1570748721,1,
1570748775,1,
1570748844,1,
1570748883,1,
1570748894,1,
1570749167,1,
1570749580,1,
1570749739,1,
1570749749,1,
1570749940,1,
1570750101,1,
1570750161,1,
1570750417,1,
1570750624,1,
1570750646,1,
1570750752,1,
1570750811,1,
1570751681,1,
1570751844,1,
1570751929,1,
1570752005,1,
1570752179,1,
1570752401,1,
1570752518,1,
1570752548,1,
1570752936,1,
1570753085,1,
1570753711,1,
1570753722,1,
1570753761,1,
1570753866,1,
1570753950,1,
1570753990,1,
1570754032,1,
1570754078,1,
1570754106,1,
1570754202,1,
1570754327,1,
1570754688,1,
1570754941,1,
1570755994,1,
1570756402,1,
1570756452,1,
1570756782,1,
1570756820,1,
1570756995,1,
1570759172,1,
1570759267,1,
1570759515,1,
1570759749,1,
1570759847,1,
1570760323,1,
1570760418,1,
1570760887,1,
1570761693,1,
1570761925,1,
1570762318,1,
1570764425,1,
1570764907,1,
1570767435,1,
1570772476,1,
1570773305,1,
1570776908,1,
1570784148,1,
1570784859,1,
1570785694,1,
1570788619,1,
1570789867,1,
1570791261,1,
1570796330,1,
1570824883,1,
1570824940,1,
1570826525,1,
1570827635,1,
1570836714,1,
1570838437,1,
1570839760,1,
1570843969,1,
1570914371,1,
1570915896,1,
1570916804,1,
1570928406,1,
1570945235,1,
1570955618,1,
1570996563,1,
1570998608,1,
1570999449,1,
1571002999,1,
1571005475,1,
1571005492,1,
1571005574,1,
1571005683,1,
1571005797,1,
1571006395,1,
1571007099,1,
1571008762,1,
1571010736,1,
1571010823,1,
1571011769,1,
1571012064,1,
1571012423,1,
1571012706,1,
1571012765,1,
1571013149,1,
1571013499,1,
1571013659,1,
1571014040,1,
1571015634,1,
1571017118,1,
1571017872,1,
1571019020,1,
1571022737,1,
1571027155,1,
1571050154,1,
1571071600,1,
1571080506,1,
1571087161,1,
1571088551,1,
1571088960,1,
1571091315,1,
1571092960,1,
1571095213,1,
1571096930,1,
1571097138,1,
1571098062,1,
1571100504,1,
1571101682,1,
1571102383,1,
